"Outcome","ID","bp_genA","bp_genT","bp_genC","bp_genG","bp_genome_total","fr_genA","fr_genT","fr_genC","fr_genG","genomic_topological_entropy_score","genomic_chargaff_score_pf","genomic_chargaff_score_ct","genomic_shannon_score","n_cds_plus","n_cds_minus","n_cds_total","bp_cdsA","bp_cdsT","bp_cdsC","bp_cdsG","bp_cds_total","fr_cdsA","fr_cdsT","fr_cdsC","fr_cdsG","cds_topological_entropy_score","cds_chargaff_score_pf","cds_chargaff_score_ct","cds_shannon_score","n_ncRNA_plus","n_ncRNA_minus","n_ncRNA_total","bp_ncRNA_A","bp_ncRNA_T","bp_ncRNA_C","bp_ncRNA_G","bp_ncRNA_total","fr_ncRNA_A","fr_ncRNA_T","fr_ncRNA_C","fr_ncRNA_G","ncRNA_topological_entropy_score","ncRNA_chargaff_score_pf","ncRNA_chargaff_score_ct","ncRNA_shannon_score","n_tRNA_plus","n_tRNA_minus","n_tRNA_total","bp_tRNA_A","bp_tRNA_T","bp_tRNA_C","bp_tRNA_G","bp_tRNA_total","fr_tRNA_A","fr_tRNA_T","fr_tRNA_C","fr_tRNA_G","tRNA_topological_entropy_score","tRNA_chargaff_score_pf","tRNA_chargaff_score_ct","tRNA_shannon_score","n_rRNA_plus","n_rRNA_minus","n_rRNA_total","bp_rRNA_A","bp_rRNA_T","bp_rRNA_C","bp_rRNA_G","bp_rRNA_total","fr_rRNA_A","fr_rRNA_T","fr_rRNA_C","fr_rRNA_G","rRNA_topological_entropy_score","rRNA_chargaff_score_pf","rRNA_chargaff_score_ct","rRNA_shannon_score"
"Bacteria","NZ_LR134479",591770,589089,762836,764119,2707814,0.22,0.22,0.28,0.28,0.953,0.0031,0.9969,1.9882,1086,1133,2219,463323,468139,614977,643252,2189691,0.22,0.22,0.27,0.29,0.9034,0.1803,0.843,1.9641,1,1,2,115,88,145,168,516,0.22,0.21,0.25,0.32,0.9039,0.2606,0.7748,1.9625,24,24,48,672,762,1011,1183,3628,0.19,0.21,0.28,0.33,0.8873,0.1972,0.8254,1.9535,5,5,10,3218,3232,2988,4910,14348,0.21,0.24,0.21,0.34,0.9119,0.3373,0.7259,1.9609
"Bacteria","NZ_CP009709",897138,890829,790364,788664,3366995,0.27,0.26,0.23,0.23,0.9439,0.0046,0.9954,1.9972,1331,1329,2660,655825,547313,501752,595240,2300130,0.29,0.24,0.21,0.26,0.8974,0.249,0.7877,1.9728,3,3,6,287,250,284,357,1178,0.24,0.2,0.25,0.31,0.8826,0.2126,0.8133,1.964,26,58,84,1255,1372,1765,2046,6438,0.19,0.21,0.27,0.32,0.8883,0.151,0.8653,1.9638,18,12,30,11689,8827,10836,14652,46004,0.23,0.19,0.25,0.32,0.9074,0.2277,0.7986,1.9716
"Bacteria","NZ_CP043056",1672086,1671523,1030707,1033163,5407479,0.31,0.31,0.19,0.19,0.946,0.0014,0.9986,1.9592,2299,2203,4502,1303940,1217838,749687,848885,4120350,0.32,0.3,0.18,0.21,0.8964,0.1915,0.8341,1.9438,1,2,3,175,149,145,177,646,0.26,0.24,0.23,0.27,0.9057,0.1498,0.8649,1.9871,24,20,44,649,769,850,1064,3332,0.19,0.23,0.26,0.32,0.8895,0.2258,0.8017,1.9683,9,6,15,6166,4435,4750,6842,22193,0.25,0.2,0.23,0.31,0.9134,0.2526,0.782,1.9775
"Bacteria","NZ_CP034346",1741395,1740055,1506744,1509485,6497679,0.27,0.27,0.23,0.23,0.9602,0.0013,0.9987,1.9963,2578,2478,5056,1330638,1259807,1047439,1303839,4941723,0.27,0.26,0.21,0.26,0.9084,0.2073,0.8197,1.9786,2,1,3,202,188,207,265,862,0.23,0.22,0.24,0.31,0.9049,0.162,0.855,1.9863,47,57,104,1582,1704,2204,2545,8035,0.2,0.21,0.27,0.32,0.8892,0.1559,0.861,1.9606,18,12,30,12211,9068,10242,14493,46014,0.25,0.19,0.24,0.32,0.9158,0.2678,0.7661,1.9708
"Bacteria","NZ_CP073013",983687,983564,844535,836273,3648059,0.27,0.27,0.23,0.23,0.9528,0.005,0.995,1.9955,1515,1602,3117,804359,802028,664556,752886,3023829,0.27,0.27,0.22,0.25,0.9071,0.2228,0.8086,1.9789,1,2,3,149,135,149,191,624,0.23,0.22,0.24,0.31,0.9038,0.1574,0.8614,1.9798,39,38,77,1196,1316,1646,1820,5978,0.2,0.22,0.28,0.3,0.8917,0.1472,0.8675,1.9685,12,12,24,9669,7753,7883,11111,36416,0.26,0.21,0.23,0.3,0.9113,0.254,0.7768,1.9845
"Bacteria","NZ_AP018358",617991,615928,1212473,1215744,3662336,0.17,0.17,0.33,0.33,0.9265,0.003,0.997,1.9218,1676,1523,3199,523490,501987,1028074,1043766,3097317,0.17,0.16,0.33,0.33,0.8729,0.1512,0.8668,1.9079,2,1,3,132,115,207,239,693,0.18,0.18,0.3,0.34,0.8769,0.1674,0.8503,1.9331,29,31,60,886,968,1347,1505,4706,0.19,0.21,0.29,0.32,0.8868,0.1485,0.8657,1.9576,6,6,12,4636,3737,4063,5676,18112,0.25,0.2,0.25,0.3,0.9151,0.251,0.7784,1.98
"Bacteria","NZ_CP136520",1189899,1184264,1545293,1539507,5459063,0.22,0.22,0.28,0.28,0.9523,0.0042,0.9958,1.9877,2293,2122,4415,913255,932842,1288721,1233791,4368609,0.21,0.22,0.29,0.28,0.9025,0.1487,0.8682,1.9712,2,1,3,153,123,174,206,656,0.23,0.2,0.26,0.31,0.8908,0.1587,0.8578,1.9757,25,20,45,663,758,908,1114,3443,0.19,0.22,0.27,0.32,0.8858,0.2004,0.8235,1.9621,3,3,6,2351,1784,2004,2845,8984,0.24,0.21,0.24,0.31,0.9079,0.234,0.7954,1.9801
"Bacteria","NZ_CP135965",1737781,1739022,4164265,4152515,11793683,0.15,0.15,0.35,0.35,0.9127,0.0018,0.9982,1.8748,4873,4996,9869,1428644,1411244,3508302,3500528,9848718,0.15,0.15,0.35,0.35,0.8661,0.1665,0.8546,1.8607,2,7,9,180,137,300,338,955,0.18,0.15,0.33,0.34,0.8648,0.2023,0.8258,1.9014,31,29,60,799,874,1339,1513,4525,0.18,0.19,0.3,0.33,0.8817,0.1925,0.8319,1.9339,9,3,12,4437,3641,4573,6341,18992,0.21,0.19,0.26,0.34,0.9078,0.2044,0.8191,1.9585
"Bacteria","NZ_CP040463",620153,613009,222283,230442,1685887,0.37,0.36,0.13,0.14,0.9092,0.0238,0.9765,1.8393,830,727,1557,579025,459877,141767,237869,1418538,0.41,0.32,0.1,0.17,0.857,0.4051,0.6788,1.7977,1,1,2,113,71,113,130,427,0.23,0.17,0.28,0.32,0.873,0.1975,0.8368,1.9482,30,18,48,660,732,1138,1251,3781,0.18,0.19,0.3,0.33,0.8797,0.1418,0.8736,1.9411,6,6,12,4656,3458,4177,5868,18159,0.26,0.2,0.23,0.31,0.9047,0.2741,0.7605,1.9778
"Bacteria","NZ_CP139691",506547,508884,1079651,1080267,3175349,0.16,0.16,0.34,0.34,0.9225,0.0026,0.9974,1.9041,1469,1500,2969,437528,436216,939438,950286,2763468,0.16,0.16,0.34,0.34,0.874,0.147,0.8712,1.8928,1,1,2,95,61,154,179,489,0.19,0.13,0.33,0.36,0.8613,0.242,0.7931,1.8881,31,20,51,754,804,1131,1301,3990,0.19,0.2,0.28,0.33,0.8823,0.1519,0.8634,1.955,6,3,9,3324,2597,3205,4113,13239,0.24,0.2,0.26,0.3,0.9154,0.2059,0.8154,1.9804
"Bacteria","NC_004347",1343980,1341654,1140621,1143548,4969803,0.27,0.27,0.23,0.23,0.7736,0.0021,0.9979,1.9953,2082,1924,4006,1070638,1039019,897818,967984,3975459,0.27,0.26,0.22,0.24,0.9095,0.16,0.8579,1.9844,4,1,5,183,147,202,250,782,0.23,0.19,0.26,0.32,0.8849,0.2145,0.8098,1.9666,56,48,104,1676,1820,2267,2441,8204,0.2,0.22,0.28,0.3,0.8877,0.1337,0.8796,1.9723,9,19,28,10794,8662,8971,12658,41085,0.25,0.21,0.24,0.3,0.9133,0.1953,0.8286,1.985
"Bacteria","NC_013159",705775,702403,1452947,1447224,4308349,0.16,0.16,0.34,0.34,0.9291,0.0044,0.9956,1.9117,1928,1747,3675,576589,572332,1177731,1235695,3562347,0.16,0.16,0.33,0.35,0.881,0.1635,0.8564,1.901,1,1,2,91,69,158,186,504,0.17,0.15,0.32,0.35,0.8613,0.1456,0.872,1.9005,31,16,47,621,709,1038,1196,3564,0.17,0.2,0.29,0.34,0.8842,0.2087,0.818,1.9378,6,3,9,3141,2724,3453,4986,14304,0.21,0.17,0.27,0.34,0.9006,0.2282,0.8029,1.9441
"Bacteria","NZ_CP059603",618209,615995,644979,642869,2522052,0.25,0.24,0.26,0.25,0.9551,0.0034,0.9966,1.9997,1045,1044,2089,472390,430612,493038,503329,1899369,0.25,0.23,0.26,0.26,0.9059,0.1781,0.8433,1.9832,1,1,2,122,104,100,149,475,0.25,0.24,0.2,0.3,0.8964,0.3064,0.7383,1.9774,30,38,68,1047,1179,1296,1574,5096,0.21,0.23,0.25,0.31,0.8925,0.191,0.8317,1.9744,9,9,18,7388,5885,6027,8282,27582,0.26,0.21,0.24,0.3,0.9178,0.2274,0.7983,1.9831
"Bacteria","NZ_CP034543",577567,584741,369864,371643,1903815,0.3,0.31,0.19,0.2,0.9458,0.0086,0.9915,1.9644,841,829,1670,492954,458415,279508,344615,1575492,0.32,0.29,0.17,0.22,0.8974,0.2209,0.8094,1.9481,1,1,2,140,115,85,125,465,0.28,0.26,0.19,0.27,0.9041,0.2766,0.7625,1.9788,40,19,59,904,1027,1147,1401,4479,0.2,0.23,0.26,0.31,0.8904,0.1948,0.8297,1.9686,9,3,12,4976,3897,3831,5588,18292,0.27,0.21,0.22,0.3,0.9058,0.2653,0.7681,1.9848
"Bacteria","NZ_CP035913",1319281,1326728,2432631,2426209,7504949,0.18,0.18,0.32,0.32,0.9311,0.0041,0.9959,1.9363,2978,2952,5930,1133033,1030519,2078710,2089916,6332178,0.18,0.17,0.32,0.33,0.8828,0.145,0.8722,1.92,1,2,3,134,114,169,201,618,0.21,0.19,0.28,0.32,0.8955,0.1517,0.8627,1.9568,50,38,88,1321,1441,1940,2185,6887,0.19,0.21,0.28,0.32,0.8854,0.1439,0.8696,1.9629,9,16,25,9643,7708,7867,11086,36304,0.26,0.21,0.25,0.29,0.9172,0.2549,0.7756,1.9836
"Bacteria","NZ_CP139080",621089,619900,388474,393295,2022758,0.31,0.31,0.19,0.19,0.9458,0.0071,0.9929,1.9625,861,799,1660,480611,442127,270491,327822,1521051,0.32,0.29,0.18,0.21,0.8988,0.2158,0.8122,1.9501,1,1,2,132,115,92,123,462,0.27,0.26,0.2,0.27,0.9017,0.2047,0.8166,1.9886,26,36,62,950,1082,1207,1455,4694,0.2,0.23,0.26,0.31,0.8923,0.1844,0.837,1.9736,6,6,12,5011,4031,3904,5526,18472,0.26,0.22,0.21,0.3,0.914,0.2508,0.7825,1.9845
"Bacteria","NZ_CP127015",715442,713249,1435114,1430628,4294433,0.17,0.17,0.33,0.33,0.9296,0.0031,0.9969,1.9176,1822,1783,3605,563581,609112,1212248,1231097,3616038,0.16,0.17,0.33,0.34,0.8757,0.1693,0.8522,1.8956,2,1,3,131,85,213,231,660,0.19,0.15,0.32,0.34,0.8708,0.1823,0.8482,1.9137,28,27,55,791,847,1255,1411,4304,0.18,0.2,0.29,0.33,0.8855,0.1711,0.847,1.946,6,6,12,4284,3384,4104,5612,17384,0.23,0.19,0.27,0.32,0.9007,0.2307,0.7964,1.9611
"Bacteria","NZ_LR822015",547048,541415,347912,351914,1788289,0.31,0.3,0.19,0.2,0.9471,0.0109,0.9892,1.9656,724,686,1410,376792,375674,232581,271422,1256469,0.3,0.3,0.18,0.21,0.8989,0.1925,0.8327,1.9544,1,2,3,182,174,130,177,663,0.26,0.27,0.19,0.27,0.9015,0.2259,0.8079,1.9808,56,11,67,1006,1166,1294,1584,5050,0.2,0.23,0.26,0.31,0.8882,0.2014,0.8237,1.967,15,3,18,7410,6060,5724,8190,27384,0.26,0.23,0.22,0.29,0.9106,0.2031,0.8213,1.9889
"Bacteria","NZ_AP025343",1892164,1913842,1764221,1745925,7316152,0.26,0.26,0.24,0.24,0.9562,0.0109,0.9892,1.9988,2690,2961,5651,1405264,1278654,1196755,1423786,5304459,0.27,0.24,0.22,0.26,0.9051,0.208,0.8188,1.9794,1,2,3,205,189,210,263,867,0.24,0.23,0.24,0.29,0.9033,0.1896,0.8309,1.9821,34,52,86,1297,1413,1812,2107,6629,0.2,0.21,0.27,0.32,0.8886,0.165,0.8528,1.9606,9,18,27,10878,8040,9393,13201,41512,0.24,0.19,0.25,0.33,0.9125,0.256,0.776,1.9659
"Bacteria","NZ_CP099464",1794712,1791420,1121914,1125330,5833376,0.31,0.31,0.19,0.19,0.9446,0.0024,0.9976,1.9617,2403,2405,4808,1348301,1256658,780797,877343,4263099,0.32,0.3,0.18,0.21,0.8959,0.1953,0.8315,1.9429,1,2,3,174,150,144,179,647,0.26,0.24,0.23,0.27,0.9083,0.1435,0.8713,1.9877,24,19,43,635,747,829,1036,3247,0.2,0.23,0.26,0.32,0.8897,0.2233,0.8033,1.9687,6,9,15,6183,4370,4772,6825,22150,0.25,0.2,0.23,0.31,0.9122,0.2569,0.7786,1.9765
"Bacteria","NZ_CP084622",1375186,1375423,1018650,1036872,4806131,0.29,0.29,0.21,0.22,0.9545,0.009,0.9911,1.9848,2132,2005,4137,1054725,907128,682368,847503,3491724,0.31,0.26,0.19,0.24,0.9012,0.2479,0.7874,1.966,1,2,3,208,181,198,253,840,0.24,0.22,0.24,0.3,0.8884,0.1915,0.8318,1.984,59,28,87,1339,1438,1872,2095,6744,0.2,0.21,0.28,0.31,0.8885,0.1364,0.8772,1.9642,30,3,33,13070,10098,11572,15871,50611,0.23,0.2,0.25,0.32,0.9146,0.2218,0.8041,1.9729
"Bacteria","NZ_CP120368",729492,731019,1156351,1151657,3768519,0.19,0.19,0.31,0.31,0.9394,0.0031,0.9969,1.9632,1722,1597,3319,578722,575675,950438,937710,3042545,0.19,0.19,0.31,0.31,0.8935,0.1327,0.8822,1.9529,1,2,3,139,88,210,219,656,0.2,0.14,0.33,0.33,0.8756,0.2624,0.7814,1.9118,28,26,54,792,834,1229,1366,4221,0.19,0.2,0.29,0.32,0.8849,0.1496,0.8656,1.95,3,6,9,3351,2649,3066,4119,13185,0.22,0.2,0.26,0.32,0.9003,0.2351,0.7913,1.9653
"Bacteria","NZ_CP102233",2039604,2035381,5241445,5238878,14555308,0.14,0.14,0.36,0.36,0.9149,0.0013,0.9987,1.8554,4992,5068,10060,1690486,1665433,4314746,4386107,12056772,0.14,0.14,0.35,0.36,0.8637,0.1473,0.87,1.8488,2,1,3,139,85,251,273,748,0.19,0.13,0.33,0.35,0.8749,0.2765,0.7742,1.8775,26,35,61,838,929,1388,1575,4730,0.18,0.2,0.29,0.33,0.886,0.1639,0.8536,1.9412,5,7,12,4707,3427,4489,6101,18724,0.24,0.18,0.25,0.33,0.9119,0.2859,0.7503,1.9685
"Bacteria","NZ_CP014224",1179488,1163407,537522,546640,3427057,0.34,0.34,0.16,0.16,0.9306,0.0153,0.9848,1.9003,1395,1280,2675,1099552,937958,408025,556355,3001890,0.37,0.31,0.14,0.18,0.8853,0.2648,0.7752,1.8848,1,2,3,164,152,99,125,540,0.29,0.29,0.19,0.23,0.8868,0.162,0.8521,1.9321,32,20,52,793,972,970,1216,3951,0.2,0.25,0.25,0.31,0.8859,0.2246,0.8056,1.9738,6,6,12,4984,4112,3552,5066,17714,0.27,0.25,0.21,0.27,0.9265,0.2324,0.7944,1.987
"Bacteria","NZ_CP026949",552156,557486,1024795,1026966,3161403,0.17,0.18,0.32,0.32,0.9328,0.0059,0.9942,1.9349,1335,1495,2830,469594,466899,905387,851019,2692899,0.18,0.18,0.33,0.32,0.8882,0.1474,0.8694,1.9269,1,1,2,96,63,139,163,461,0.19,0.14,0.31,0.35,0.8716,0.2029,0.827,1.9093,25,22,47,646,749,992,1179,3566,0.18,0.21,0.28,0.33,0.8862,0.2046,0.821,1.9492,6,3,9,3587,2869,3288,4543,14287,0.24,0.18,0.25,0.32,0.9209,0.2837,0.7544,1.9656
"Bacteria","NZ_CP083638",1145962,1151298,1149036,1142418,4588714,0.25,0.25,0.25,0.25,0.9553,0.0052,0.9948,2,2031,2102,4133,965521,967288,944354,1061204,3938367,0.25,0.25,0.23,0.27,0.9067,0.16,0.8585,1.985,3,3,6,241,193,275,324,1033,0.23,0.2,0.26,0.3,0.8779,0.2113,0.8214,1.9546,44,42,86,1332,1428,1916,2082,6758,0.2,0.21,0.28,0.31,0.8871,0.1503,0.8642,1.964,10,12,22,8233,6522,7187,10110,32052,0.23,0.19,0.25,0.32,0.9108,0.226,0.8003,1.9643
"Bacteria","NZ_CP102984",1470585,1443068,583773,598886,4096312,0.36,0.35,0.14,0.15,0.9201,0.0222,0.978,1.867,1874,1700,3574,1269240,964228,354378,578945,3166791,0.4,0.31,0.11,0.18,0.8698,0.4008,0.6785,1.8362,2,1,3,233,203,148,211,795,0.29,0.26,0.19,0.26,0.911,0.2762,0.7613,1.9761,52,40,92,1449,1618,1968,2144,7179,0.2,0.23,0.27,0.3,0.8922,0.147,0.8677,1.9742,18,18,36,14979,11754,11431,16153,54317,0.27,0.22,0.22,0.3,0.9212,0.2495,0.7809,1.9862
"Bacteria","NZ_CP119758",1564252,1563048,967952,971533,5066785,0.31,0.31,0.19,0.19,0.9512,0.0022,0.9978,1.96,1917,1998,3915,1410735,1234502,753451,938625,4337313,0.33,0.29,0.17,0.21,0.9032,0.2213,0.8083,1.9465,1,2,3,137,134,102,147,520,0.25,0.28,0.2,0.28,0.8945,0.2753,0.7618,1.9646,26,15,41,613,743,784,978,3118,0.2,0.24,0.25,0.31,0.8865,0.2204,0.8072,1.97,6,3,9,3537,2676,3042,4158,13413,0.24,0.19,0.25,0.32,0.9116,0.2362,0.7912,1.9721
"Bacteria","NZ_AP017313",1803261,1802917,1367649,1370071,6343898,0.28,0.28,0.22,0.22,0.9509,0.001,0.999,1.9864,2744,2424,5168,1522841,1335153,1089576,1187050,5134620,0.3,0.26,0.21,0.23,0.903,0.1743,0.846,1.9735,1,1,2,129,92,125,151,497,0.25,0.2,0.25,0.3,0.8923,0.214,0.8129,1.9813,23,27,50,822,936,922,1155,3835,0.21,0.24,0.24,0.3,0.8888,0.2029,0.8222,1.9757,3,3,6,2546,1938,1872,2666,9022,0.27,0.21,0.22,0.29,0.9156,0.2516,0.7792,1.9858
"Bacteria","NZ_AP024085",1016664,998195,423482,431641,2869982,0.35,0.35,0.15,0.15,0.9192,0.0187,0.9815,1.8787,1439,1323,2762,915488,796381,291240,430380,2433489,0.38,0.33,0.12,0.18,0.8688,0.3198,0.7368,1.8467,2,1,3,197,148,98,131,574,0.32,0.27,0.17,0.23,0.8964,0.249,0.785,1.9512,41,25,66,1063,1151,1428,1532,5174,0.2,0.22,0.28,0.3,0.8937,0.1425,0.8711,1.9738,18,9,27,11748,7724,8573,12779,40824,0.29,0.21,0.21,0.29,0.911,0.3095,0.7387,1.9757
"Bacteria","NZ_AP026966",966220,960530,1822376,1826249,5575375,0.17,0.17,0.33,0.33,0.9303,0.004,0.996,1.9301,2310,2321,4631,828799,740013,1603682,1531929,4704423,0.18,0.16,0.34,0.32,0.8806,0.1608,0.8592,1.9099,2,1,3,138,121,163,197,619,0.21,0.2,0.28,0.31,0.8968,0.1769,0.8443,1.962,35,40,75,1118,1229,1645,1880,5872,0.19,0.21,0.28,0.32,0.8842,0.1578,0.8582,1.9602,12,9,21,8313,6641,6935,9747,31636,0.26,0.21,0.25,0.29,0.9147,0.2553,0.7751,1.9832
"Bacteria","NZ_CP047491",892742,891991,1214589,1209985,4209307,0.21,0.21,0.29,0.29,0.953,0.0023,0.9977,1.9833,1641,1640,3281,743649,697179,991333,1032107,3464268,0.22,0.21,0.28,0.3,0.9043,0.1619,0.8566,1.968,1,2,3,130,133,174,219,656,0.19,0.21,0.27,0.33,0.898,0.2252,0.8015,1.9566,18,48,66,981,1056,1475,1630,5142,0.19,0.21,0.29,0.32,0.8869,0.129,0.883,1.9596,6,6,12,4703,3868,3992,5576,18139,0.26,0.21,0.23,0.3,0.9194,0.2239,0.8011,1.9863
"Bacteria","NZ_LT629753",1279068,1287226,1987630,1984991,6539015,0.2,0.2,0.3,0.3,0.9436,0.0038,0.9962,1.9664,2718,2888,5606,1084064,1041891,1714739,1697729,5538423,0.2,0.19,0.3,0.3,0.8952,0.1564,0.8623,1.9528,2,1,3,141,119,167,204,631,0.21,0.19,0.27,0.33,0.8965,0.2563,0.7793,1.9489,25,42,67,1004,1109,1479,1636,5228,0.19,0.21,0.28,0.31,0.8902,0.141,0.8735,1.9611,10,6,16,5961,4873,4962,7044,22840,0.26,0.22,0.23,0.29,0.9066,0.2113,0.813,1.9877
"Bacteria","NZ_CP015405",1385436,1399441,1187311,1156558,5128746,0.27,0.27,0.23,0.23,0.9521,0.0181,0.982,1.9946,2018,2328,4346,1210536,1023965,833509,1112835,4180845,0.3,0.25,0.19,0.26,0.8999,0.2896,0.7565,1.9664,2,1,3,193,180,174,249,796,0.24,0.23,0.22,0.31,0.9015,0.2601,0.774,1.9789,28,39,67,1009,1141,1312,1582,5044,0.2,0.23,0.26,0.31,0.8879,0.1946,0.8297,1.9686,6,9,15,6226,4278,5021,7150,22675,0.26,0.18,0.24,0.32,0.9144,0.3352,0.7141,1.964
"Bacteria","NZ_LT906446",738214,738900,379650,373578,2230342,0.33,0.33,0.17,0.17,0.9346,0.0085,0.9915,1.9226,971,884,1855,601308,534674,265965,332709,1734656,0.35,0.31,0.15,0.19,0.8861,0.2506,0.7878,1.9052,2,1,3,184,151,132,171,638,0.28,0.24,0.21,0.27,0.8999,0.2127,0.8132,1.9736,27,28,55,881,965,1170,1302,4318,0.2,0.22,0.27,0.3,0.8914,0.1411,0.8725,1.9758,3,12,15,6542,4486,4830,7059,22917,0.28,0.21,0.21,0.3,0.9162,0.3367,0.7133,1.977
"Bacteria","NZ_CP058908",693276,693960,1266242,1269268,3922746,0.18,0.18,0.32,0.32,0.9272,0.0017,0.9983,1.9373,1777,1753,3530,600149,582840,1110941,1096892,3390822,0.18,0.17,0.32,0.32,0.8844,0.1564,0.8625,1.9252,2,2,4,155,127,201,250,733,0.19,0.17,0.29,0.36,0.8727,0.1834,0.8378,1.9238,22,37,59,880,960,1327,1467,4634,0.19,0.21,0.29,0.32,0.8885,0.1345,0.8779,1.9595,9,3,12,4701,3816,3988,5671,18176,0.25,0.21,0.24,0.3,0.9114,0.2125,0.8135,1.984
"Bacteria","NZ_CP009888",957716,955076,641081,643625,3197498,0.3,0.3,0.2,0.2,0.9487,0.0034,0.9966,1.972,1369,1329,2698,839637,774096,516571,592088,2722392,0.31,0.29,0.19,0.22,0.9029,0.1686,0.8503,1.9626,1,2,3,155,136,156,197,644,0.24,0.22,0.24,0.3,0.8995,0.1972,0.8273,1.982,40,54,94,1486,1598,2070,2235,7389,0.2,0.22,0.28,0.3,0.8846,0.133,0.8806,1.9688,12,10,22,8510,6969,6789,9550,31818,0.27,0.22,0.22,0.29,0.9108,0.2387,0.7905,1.9869
"Bacteria","NZ_LR134326",824489,826431,1773990,1774851,5199761,0.16,0.16,0.34,0.34,0.9223,0.0014,0.9986,1.9016,2218,2404,4622,728814,714905,1602143,1566968,4612830,0.16,0.16,0.35,0.34,0.8748,0.1479,0.8696,1.8895,2,1,3,141,119,201,241,702,0.19,0.19,0.28,0.34,0.8907,0.2349,0.7978,1.9442,26,28,54,808,880,1190,1348,4226,0.19,0.21,0.28,0.32,0.8906,0.1445,0.8699,1.9605,6,3,9,3489,2735,3070,4284,13578,0.25,0.2,0.25,0.3,0.9106,0.245,0.7837,1.9814
"Bacteria","NC_015696",677649,689154,318086,351042,2035931,0.33,0.34,0.16,0.17,0.936,0.0577,0.9447,1.9129,1008,840,1848,620230,569839,255751,341349,1787169,0.35,0.32,0.14,0.19,0.8873,0.2539,0.7849,1.8971,2,1,3,186,156,126,163,631,0.29,0.25,0.21,0.26,0.8894,0.1794,0.8386,1.9869,25,14,39,617,672,831,941,3061,0.2,0.22,0.27,0.31,0.8893,0.1417,0.8717,1.9698,6,4,10,3853,3132,2701,4038,13724,0.29,0.23,0.21,0.27,0.9194,0.2394,0.7938,1.9841
"Bacteria","NZ_CP011542",805275,804441,888926,892912,3391554,0.24,0.24,0.26,0.26,0.9566,0.0028,0.9973,1.9981,1514,1363,2877,669394,664181,748278,781056,2862909,0.24,0.23,0.26,0.27,0.9093,0.1927,0.8334,1.9822,1,1,2,113,99,136,177,525,0.2,0.2,0.26,0.34,0.8916,0.2757,0.7582,1.9563,30,25,55,797,912,1150,1330,4189,0.19,0.22,0.27,0.32,0.8896,0.199,0.8256,1.9566,6,6,12,4371,4256,4084,6332,19043,0.23,0.19,0.24,0.33,0.9031,0.2682,0.7837,1.9578
"Bacteria","NZ_CP010896",1215005,1220636,1854257,1854052,6143950,0.2,0.2,0.3,0.3,0.9444,0.0024,0.9976,1.9688,2614,2735,5349,1050327,1014209,1631386,1618269,5314191,0.2,0.19,0.3,0.3,0.8965,0.1586,0.8603,1.9558,2,1,3,142,120,166,202,630,0.21,0.19,0.27,0.33,0.8977,0.2457,0.7877,1.9512,28,42,70,1049,1154,1555,1697,5455,0.19,0.21,0.29,0.31,0.8914,0.1351,0.8784,1.9614,10,9,19,7171,5884,5907,8424,27386,0.26,0.21,0.23,0.29,0.9055,0.2134,0.812,1.9873
"Bacteria","NZ_CP049773",1049782,1046615,474069,476284,3046750,0.34,0.34,0.16,0.16,0.9272,0.0038,0.9962,1.8954,1320,1248,2568,1001608,817232,379541,463330,2661711,0.38,0.31,0.14,0.17,0.8814,0.2374,0.7945,1.876,2,1,3,161,150,89,123,523,0.29,0.29,0.18,0.24,0.883,0.2184,0.8099,1.9456,18,19,37,557,680,700,879,2816,0.2,0.24,0.25,0.31,0.8912,0.2217,0.8079,1.9707,3,3,6,2558,2062,1756,2522,8898,0.27,0.24,0.2,0.28,0.9266,0.2337,0.7944,1.9873
"Bacteria","NZ_CP081135",1451006,1465404,594746,583985,4095141,0.35,0.36,0.15,0.14,0.9204,0.0141,0.986,1.8659,1733,1864,3597,1310130,987701,361908,593761,3253500,0.4,0.3,0.11,0.18,0.8695,0.4085,0.6731,1.8347,1,2,3,234,202,149,210,795,0.29,0.26,0.19,0.26,0.9099,0.2704,0.7656,1.9768,38,54,92,1472,1626,1949,2122,7169,0.2,0.23,0.27,0.3,0.8918,0.1464,0.8681,1.9735,15,21,36,14983,11785,11400,16097,54265,0.27,0.22,0.22,0.3,0.9206,0.2483,0.7817,1.9862
"Bacteria","NZ_CP076643",843792,840226,852641,860519,3397178,0.25,0.25,0.25,0.25,0.9538,0.0067,0.9933,1.9999,1428,1315,2743,640310,626850,640669,706194,2614023,0.25,0.24,0.24,0.27,0.9074,0.1613,0.8569,1.9862,1,2,3,149,134,173,219,675,0.21,0.21,0.26,0.32,0.9014,0.2098,0.8145,1.9665,41,65,106,1644,1787,2334,2554,8319,0.2,0.21,0.28,0.31,0.8876,0.1336,0.8796,1.9667,22,15,37,14203,11720,11962,16951,54836,0.25,0.21,0.24,0.3,0.9062,0.2166,0.8097,1.9845
